Hybridization REF	TCGA-AP-A05J-01A-11R-A00V-07
RCN3	0.923
CREBL1	-0.0435
DBNL	-0.624166666666667
PTGER3	-0.428333333333333
USP30	0.631666666666667
BCL2L12	0.695166666666667
KIF26B	1.319
ZNF416	1.10425
ZNF225	-0.084
C17orf70	1.1045
ZNF554	0.96925
RAE1	-0.847666666666667
TNIK	-3.44216666666667
ACTN3	0.986
MGC45922	1.2455
CCNA1	4.05966666666667
RYK	0.5835
IL26	1.462
LRP3	1.33883333333333
QARS	0.3625
SOX7	-0.0419285714285714
BID	-1.1895
OR2S2	-0.2045
CXCL14	2.523
C11orf47	-0.353
MGC29891	0.796833333333333
HSPB8	-0.8455
PRDM14	-2.1155
NUFIP2	0.529
MNAT1	-0.1945
ZDHHC2	-3.41266666666667
MBNL2	-1.30375
ADD3	-0.3425
CSNK2A1P	-0.17825
KLK6	2.1355
TMEM111	-0.2383
KIAA1279	-0.035
NUBP2	0.544333333333333
RAB42	-1.87025
ID3	-1.4405
TM9SF1	0.37575
MDP-1	-0.83375
POU4F2	1.355
IQCK	0.476
C16orf14	0.33175
CAPN3	-2.538375
FAM43B	-0.02675
RECQL	-1.71025
AP1G1	-0.877357142857143
CTNNBL1	-0.0926666666666667
ECHDC1	-0.929666666666667
SMARCC1	0.7614
FOXQ1	0.842125
GNAI3	-0.384333333333333
POLG2	-1.90625
CD4	0.62975
ITLN1	-0.30575
EBI2	-0.01175
IRF1	0.24225
PTPRE	0.218
PTK2B	-1.409
NXNL2	1.1125
SOX4	1.982
TSPAN3	1.86266666666667
SH2D1A	-5.24433333333333
C8orf58	-0.614666666666667
USP20	-1.1915
DUSP22	-0.833416666666667
CALB1	-1.85825
L3MBTL2	1.00758333333333
MCRS1	0.797
TMEM118	0.546333333333333
C18orf8	0.562
FLJ10241	0.053375
GJA12	2.67625
PKD1	-0.1615
ZFP3	0.6605
JAM3	-3.2075
LAPTM4A	0.5289
DIRC2	0.8825
KIAA2022	0.691833333333333
MYOM1	0.149333333333333
TRPM8	-2.4942
MOP-1	1.064
PHKG2	1.222375
ZNF650	-0.361625
KIAA1522	2.256
PSG8	-1.75083333333333
DDX19B	-0.886
MOBKL1B	0.52275
DIAPH2	-0.43025
PTPN12	0.5125
CLN8	-0.6527
CRYZL1	-0.770833333333333
CRY2	0.245166666666667
FCGR2B	0.668333333333333
PNPLA4	0.864125
ZNF454	-1.4945
DKFZp434B1231	0.2575
CLDN11	0.665285714285714
RFWD2	0.7455
CIB2	2.54633333333333
MXRA8	1.536875
HRK	0.677375
MAML2	0.60125
C4orf31	1.12375
C6orf192	-0.84575
COG6	0.11425
FAM5B	1.362
NFATC1	0.85
SEPT10	-0.90175
SCYL1	0.5707
RPP40	-0.8005
SCOC	-0.6157
KIAA1450	-1.21075
CTDSPL2	-0.99325
TBX5	-0.133333333333333
NAPG	0.83
RHD	-5.69833333333333
C14orf45	-0.797333333333333
ZBTB22	1.444
PLCG1	-0.417
ANKRD10	-0.962875
AQP7P2	-0.32
TAGLN2	-0.324
HTR2C	0.719833333333333
SLC16A7	-1.69883333333333
C17orf83	0.661
TSGA14	-0.46825
MDH1	-0.17525
PPP3R2	0.541
DCBLD2	0.197928571428571
RBM33	0.102
DPH3	-1.4445
SYT10	-0.4315
FMO4	0.13075
THYN1	-0.27225
DRD5	1.367
OTOR	0.416375
PGRMC2	-0.2561
KATNAL1	-0.9775
PAQR6	-2.743
UBE2I	-0.3485
C14orf28	-0.91275
C8orf70	0.9955
FLYWCH1	-0.88175
ANGPTL3	-1.76766666666667
GLRX2	-0.524333333333333
ATP11A	0.446571428571429
ARL5B	0.170375
MUC16	2.3065
SLC25A5	0.0577857142857143
ACRC	-0.45775
MYO1C	0.380875
FAM89B	1.55183333333333
FAS	-0.041
KIFAP3	-1.12625
GLRA2	1.154
BTN3A2	-0.9303
CNKSR3	1.474
CSTF3	-0.686166666666667
ARPM1	1.43625
KIAA1530	1.67
C9orf150	0.154333333333333
PRKCI	0.73275
tcag7.1015	-0.847
SOD3	-0.1085
ZNF574	1.27
CYP21A2	-1.054
RPL12	0.42275
COMMD2	-0.27875
WIZ	0.13275
LOC344405	-1.09875
ALDH4A1	0.494294117647059
CRYAB	2.65075
COPA	0.0275000000000001
PCDHGA7	0.639833333333333
KIF11	0.680333333333333
RASD2	-0.302
SLC26A3	-0.435
ZNF175	-0.7105
JAKMIP2	-0.234
C8orf4	1.99366666666667
PTHLH	-1.37175
SLC40A1	1.20241666666667
OR7D4	0.316166666666667
PCDHB17	-0.3085
CD36	-0.943928571428571
C6orf203	0.0596
PRKG2	-0.5685
LOC400566	2.57325
ANAPC13	-0.20625
SLCO3A1	1.995
ZNF692	-1.3825
FANCL	-1.7335
SH3GLB1	-0.567
C12orf61	0.8565
KBTBD6	-0.08225
SUPT5H	0.672125
XRCC6	-0.7842
HUS1B	-0.3103
FAM133B	0.499071428571429
LOC728276	-0.8955
KCTD18	-0.3345
SOS2	0.440333333333333
CCDC99	-0.18425
C1QTNF5	3.6715
NNAT	0.423333333333333
USP16	-0.399
LARS	-0.373
ZBTB2	0.69575
ABO	0.379166666666667
TRAF3	0.50325
GALNT5	-3.5265
NAP5	2.4945
ALG14	-0.231833333333333
KIAA0515	-0.376615384615385
WDR75	-0.1065
TEX261	-0.191916666666667
LY86	-1.42725
LOC389072	0.814
FLJ13611	-0.512
MRGPRX2	-0.324
SNRPA	-0.11325
OR2G2	0.0125
GPRASP2	-0.37775
C7orf42	0.6867
C9orf163	0.1745
CYP11B2	0.9605
FCRL3	-0.0831666666666667
PRDX1	-1.14825
FGB	-7.229
COX17	-0.1285
C16orf33	0.516
PIWIL1	0.117166666666667
FOLR1	1.59133333333333
KIAA0082	0.4385
FREQ	-0.197166666666667
TMCC2	0.5245
TCF12	1.23083333333333
ZNF721	1.23075
FAM130A2	1.66225
POU4F1	-2.72875
SNRPF	1.28675
SGIP1	-0.528333333333333
ZNF641	0.553666666666667
EMG1	-1.318125
PRRG4	2.248
HIRA	0.51525
MYNN	-0.101166666666667
AEBP2	-0.283833333333333
TBXA2R	-0.684833333333333
ISL2	-1.5652
PCDHB11	1.5335
RNF144A	0.42525
MARCH5	1.326375
DULLARD	-0.0821666666666667
DCLRE1B	-0.796666666666667
ITGA8	-0.01825
TP73	-0.273625
PRKCD	2.59425
NDUFB4	0.4365
ATP13A4	0.766375
ANTXR2	-1.79483333333333
COL4A3	-0.613333333333333
MYO10	0.198
SLC6A18	1.05425
PEX1	-0.78625
TMEM74	-1.0645
RBM19	0.36
TAPBP	0.546157894736842
RUNX1	-1.65525
MID1	0.392
GPR64	2.70866666666667
RASEF	0.68775
GABRG1	0.616625
MYO16	-0.924666666666667
DBF4	-0.74
TSHZ2	1.91
RIPK2	-1.23675
PPTC7	0.134666666666667
KIF4B	0.84
LRRC31	0.199875
ZNF540	-0.62325
EFNB3	1.1035
LOH12CR1	-0.400875
STON2	3.29883333333333
GLP1R	0.424
CSTF2T	0.187875
IREB2	-0.5455
GRSF1	-0.16875
PDCD7	0.586833333333333
LRRC43	0.2905
CNR1	0.187166666666667
IL1F7	-0.4685
C12orf64	0.208
FAM69B	2.4755
NR2E1	-1.9684
MS4A6A	0.034
FTL	-1.5891
C7orf36	0.17125
PCLO	0.879
DYRK2	1.16408333333333
ARIH2	-0.338875
SAMD7	0.5655
SCNN1D	-0.8415
SLC32A1	2.7195
C22orf25	-0.591333333333333
MRPS18A	0.7693
GPR112	1.01
EARS2	-1.434
ERN2	1.005
ATPBD3	0.781
PRH2	0.485
CDKN2D	-0.462
PGLYRP2	-0.9445
TRIM40	0.241
SEC14L3	0.00283333333333334
SLC22A1	0.309
BTN2A3	-0.1245
RASA4	-0.326
CCNL2	-1.47583333333333
MYBPC3	0.5235
GJA4	4.42325
CDC42SE1	1.246
TRPV2	-3.33725
MYPN	-3.499625
SIM1	0.08
CDADC1	0.731666666666667
ZFHX4	-0.87925
NIBP	1.16783333333333
ADAMTS19	-1.50675
ABTB2	0.186
TSPYL2	-0.1295
EIF2S3	-0.5841
SOX30	0.88825
AP2A1	-0.239
DKFZP564O0523	-0.7195
LOC285398	0.47375
CDH18	1.29525
CHL1	3.200625
GATS	0.1218
TBC1D2B	-0.8485
OR1J1	0.7275
GSN	1.37
DPCR1	0.54725
GARNL4	-0.00499999999999999
SMARCA5	0.97775
PLEKHG3	2.288
ZBTB45	0.461
FRMD6	-2.12666666666667
PLS1	-0.0425
DGKZ	0.638333333333333
EFNA1	1.2895
WDR85	0.23525
ANK2	1.34425
PAGE4	-1.4495
SENP6	-0.572
AKR7A2	-1.34866666666667
FKBP10	-1.92825
VEGFC	-2.148
LARP1	0.6136875
SRBD1	-0.0935
ITGB6	1.9395
SLC1A2	-1.51784615384615
INVS	-0.0716666666666667
MPO	-0.36575
MOBKL3	-0.5219
CUTL2	-0.16875
KLK2	0.237416666666667
VIM	-2.59
REG1B	0.0431666666666666
PCDHGC4	0.8025
C3orf34	-0.8705
SUMO3	-0.518666666666667
CST9L	-0.35375
MLL4	-0.1465
SPR	0.212
SAMD9L	-0.16325
ABCE1	-0.96125
SUPT3H	-0.685333333333333
ACTBL1	1.152
ADAMTS4	-1.0205
SLIT3	4.32675
RHEBL1	-1.337
NPM2	-1.1625
MAN1C1	-1.659625
KIAA1856	0.90525
HSPA6	-0.0405
LOC388152	2.078
C10orf140	-3.071
ZDHHC12	0.6595
LIN7A	0.1044
PHC2	0.592916666666667
SPHK1	-3.23675
TRIM26	1.15725
FAM83E	0.711
C18orf24	-0.2874
ZNF578	0.184
ORAI1	-0.466
RUVBL1	-0.01925
C7orf20	-1.11166666666667
APAF1	0.331
SLC36A4	-2.78116666666667
MYH11	4.07
NEK1	-0.3672
MPP2	-0.97475
C12orf24	-2.09525
TNK2	0.3753125
ZNF289	-0.65075
MATN3	-4.625
IFNGR2	0.732333333333333
ITPR1	-4.213875
EBF3	0.253555555555556
TBC1D20	0.8848
OR10P1	0.85925
DDAH2	3.32375
SHPRH	-1.289875
STX7	-1.1045
LOC554248	-0.233
BCAR1	-0.81175
ATXN3	-0.21575
TRIM27	-0.07125
CDC42EP2	-0.0965
CHP	0.670071428571429
SOX17	4.84675
ZNF259	-0.535666666666667
CHCHD1	0.703
ZDHHC19	0.785
GBP2	2.142
GARNL3	1.278375
MRC2	-0.99225
C1orf52	0.1785
AOF2	-1.09166666666667
LRPPRC	-0.1048
ACVR1C	-0.6215
TM4SF18	0.8905
TMEM169	0.0883333333333333
PPP1R16A	-0.1595
EBF1	-0.403333333333333
RRS1	0.533833333333333
SNX2	-0.09425
OR2T2	1.137
RBX1	-0.68
ANKRD54	0.515
TSNAX	-0.7285
TMEM83	-2.257
ZBTB7A	0.8565
ATM	-1.85736363636364
LOC338328	2.232
TIE1	1.14683333333333
HIST1H3G	0.947833333333333
PASD1	-4.97833333333333
TINAG	0.56025
PCDHAC2	1.563
LRRC15	-2.57457142857143
WBSCR17	1.48075
TFF2	0.9715
PARP2	-0.55125
NDFIP2	-0.756
PCDHGB2	-0.116
WDR60	0.73725
MAP7D2	-1.4231
USP45	-1.82775
GSDML	-1.14175
TNS1	0.8327
PLCD4	-0.62
IQCD	1.604
SMPX	-2.98875
CD9	0.477666666666667
SRGN	-1.443125
CASP7	0.804
INOC1	0.59
DKFZp451M2119	-2.02775
VMAC	1.4665
USP53	-0.114888888888889
CAMK1G	1.338
TMEM106A	-1.7365
CDC20	0.3777
ACSL5	-0.436333333333333
CBWD5	-1.391
C1orf87	-0.0103333333333333
KIAA1274	1.0825
PRUNE2	-1.97371428571429
LYPLA2	-0.659166666666667
DOK6	-2.86316666666667
GPR149	-0.0405
FAM30A	0.59275
TMEM129	2.35325
SLC35B3	-0.8795
ACPP	1.6498
LOC200261	-0.697
SLC4A7	-0.5385
CCDC40	0.99575
GART	-1.536
THOP1	-1.3535
SCARB1	-1.392875
CACNA1F	0.41175
TRIAP1	0.0378333333333333
SYT14L	-0.448
SFRS8	1.02
PBOV1	0.197
GOLSYN	2.6185
GJB7	-0.216
CAMK2N1	-1.15141666666667
GREM1	0.866
FLJ20433	0.53125
QPCT	-5.185625
PRKAG2	1.70683333333333
H2AFX	0.561375
C6orf154	1.16725
PLOD3	-1.4695
ZBTB39	1.01916666666667
WASF3	-0.21175
DRG1	-0.4865
PRR4	0.1065
SPCS1	-0.99725
KDELR3	-2.1675
SRP19	0.2945
GABRA6	0.414333333333333
MFSD1	-1.85675
MMEL1	1.9555
PDXDC2	-0.2309
BUB1	-0.904222222222222
RNF138	-1.5685
MYLPF	1.07583333333333
AIF1	-1.9535
DYNLRB1	0.8933
HCN3	-0.518
HIST1H2AI	-0.0175
MAP4K5	-0.56725
LASP1	-0.10975
LOC130951	1.597
PLAA	0.780875
KRT6A	-2.813
C6orf117	-1.7895
ARHGAP23	1.8055
PTF1A	-1.3705
GPHA2	-0.40975
LCE3B	0.92225
MCL1	-0.0287857142857143
EHBP1	-0.227
PRNP	-1.6603125
ZSCAN1	0.57
C1orf113	0.700833333333333
FOXA3	-3.545625
NEB	-0.00674999999999999
ASGR1	-4.57633333333333
CTGF	-0.667333333333333
RAB17	-9.25185853854297e-18
MST101	0.43825
JARID1B	0.8515
USP37	0.2238
PTBP1	-0.194833333333333
PTPN7	-1.22016666666667
CDC7	-1.17733333333333
SNX7	-1.73875
ZNF335	0.0975
CPT2	-0.287
HEATR1	-1.33275
HSPC152	1.392625
C5orf40	0.6695
PSME1	0.272333333333333
STAG3	-1.6625
TMEM154	-1.556
KLHL32	-0.405166666666667
TSGA10IP	-1.51
SUV420H2	0.459333333333333
SF1	-0.745
2'-PDE	0.3780625
PNLIPRP2	-1.946
TRSPAP1	-1.51683333333333
NUP210	1.0645
ANP32C	0.367333333333333
RAB11B	0.262833333333333
ASB15	0.949
ITGB3BP	-1.72975
UBASH3A	-2.70475
YWHAB	-0.113125
TPRX1	-0.06375
LY6G5C	0.68875
SLC7A2	-4.35871428571429
CLK1	-0.2992
HSD3B7	-1.1855
VDR	-1.15
C16orf74	0.32575
ACE	0.829
PSMA2	-0.833166666666667
CCDC131	0.404
ZNF213	1.108
EML2	-0.266
ALS2CR13	0.802166666666667
GLYATL1	-1.4235
DSPP	-1.1065
DHFRL1	0.241125
C10orf30	0.3325
SH3RF2	1.84983333333333
LOC197322	-0.411833333333333
DLL3	-0.35975
TIGD7	-0.04475
GFRA3	0.94
CPA1	0.209666666666667
RTN4	-2.92683333333333
PPT2	-1.06216666666667
FASLG	1.22309090909091
FOXP4	1.1105
RPL26	-0.8418
GNL3L	-1.5925
FMR1NB	1.234
CD163	5.1695
SGPP2	4.8145
GIMAP2	-2.75625
CD37	-1.11333333333333
DPT	-0.471166666666667
NBLA00301	2.63525
RGS5	0.4895
C9orf4	0.0735
ACTL8	-2.49033333333333
PRKAR2B	-1.406
OPLAH	1.78533333333333
C20orf134	3.039
SPACA5	-0.24625
TBL1X	-0.509666666666667
TSPYL3	1.5685
CHCHD3	-0.491
CRKRS	0.3595
GPR65	1.0225
DFFA	-0.67375
FUT1	2.008
C6orf204	-0.503166666666667
TMEM51	-1.6875
ZNF580	0.23325
CMTM2	0.392
C20orf200	-0.245
EZH1	-0.582
FDX1L	-0.76375
MRPL32	0.1485
PCAF	-1.55255555555556
ALOX15B	0.152
CD59	-0.698041666666667
CDK9	0.55925
ERP29	1.06266666666667
TTR	-6.946
BCMO1	-0.101
DDIT4	-1.9471
PTGDS	4.0035
C3orf63	-0.7505
BST2	1.507
CYP1A2	-0.269666666666667
C5orf25	0.13675
STX1A	-0.162941176470588
OR2A12	0.4605
SH3BP5L	1.0205
SERINC5	0.621125
USP6	-0.6496
MRPL3	-1.52366666666667
POMP	0.32
INPP4B	-1.4525
GMPPB	-0.29525
EAPP	-0.10125
AHSA1	-1.2545
ABCA11	0.651
SLC5A6	-0.6445
HIVEP2	0.9395
SUMO2	-0.422
KIAA1822L	-2.80383333333333
C11orf67	1.2485
TXK	-0.29725
PHCA	-0.5471875
ICAM4	-2.104
FPGS	0.567833333333333
SNRPA1	-0.4945
KCNJ4	2.89275
KIF6	2.1382
HIST1H2BG	-0.3385
SLC5A5	0.1145
ZNF354B	-0.254666666666667
IL12RB2	-1.2035
C11orf76	0.842666666666667
GAL3ST2	0.6255
AIFM2	0.225125
SYNC1	0.05875
UBL3	0.3255
PIK3CG	-1.892
NLN	-0.309111111111111
BCORL1	1.42875
CD5L	-1.40525
ZNF238	-0.262333333333333
KIAA1394	0.2255
C16orf55	-0.18
CYP3A7	-2.747
KRTAP3-1	-1.8505
TFDP1	-0.292833333333333
MND1	-1.0675
NODAL	-0.215833333333333
GTPBP4	-0.47975
TUBGCP2	1.02525
SLITRK5	0.612
CIC	1.74975
CD79A	0.1605
SAMD14	1.06266666666667
TNPO3	-0.389
OR10G3	1.886
OR10G8	0.5395
CCDC111	-0.977
HOXC9	-5.4875
DCUN1D1	0.257333333333333
CYB5R1	-0.49875
TSR2	0.659
DAB2IP	2.0889
SLC6A5	0.127
RAB3D	2.15925
DCUN1D4	-0.989333333333333
ERBB3	0.899916666666667
SDC1	-0.12775
ATP6V1H	0.145166666666667
SYK	3.6375
ST20	0.205
C13orf30	0.066
WDR40A	0.870666666666667
ADMR	0.4255
LOC388335	1.26325
ACSM1	-1.298
TDG	0.3765
FLJ11235	0.73375
MRPS5	-0.0311666666666667
AGPAT2	0.617
SLC12A1	0.44375
CYP27A1	-0.83375
THAP7	-0.433
XPO1	-0.163333333333333
ALMS1L	1.39833333333333
C1orf2	0.46475
ZNF777	1.15333333333333
CAMK2A	0.344
SMC1B	-0.122125
IHPK2	0.577666666666667
LEMD1	0.185
NKD2	0.1637
CLU	-1.08178571428571
ARMETL1	-1.9985
PABPC4	-0.035
CXCL12	-1.00233333333333
TFAP2C	-0.9492
TTTY8	-0.004
ABCB10	-1.8412
ENDOD1	0.271333333333333
IDI1	-2.9545
KCTD6	0.998333333333333
CCDC105	0.525
ULBP2	-2.38366666666667
ZDHHC5	1.6295
WNT8A	0.108666666666667
COMMD10	-0.7945
KLHL12	-0.767125
GPR50	1.633
NR5A2	0.22625
OXGR1	2.382
EHD3	-0.5715
CAPRIN2	0.02675
KLRC3	-6.06425
SF3B1	0.720285714285714
IPO7	-0.044
ALDH1A1	-0.17
ANKRD5	-0.56075
TSNARE1	0.86
DDEFL1	1.14425
RNASEL	-0.663833333333333
DNAH9	0.91775
HELLS	-0.23575
TNS4	-0.022
NAV1	0.3505
KIAA1409	1.75325
C20orf26	0.201833333333333
TUBG1	-1.71075
IRX2	-0.1405
CNGA4	-0.174
MGC50559	0.454333333333333
OR4K17	0.634833333333333
TM2D2	-0.0125
FAM32A	0.19825
TXNDC14	-0.85975
CCBL1	-1.692
ANK1	-1.8096
PRSS23	-2.611
PPM1L	0.4015
SPATA20	0.3575
APCS	0.3445
C14orf122	0.549833333333333
PSMB5	0.140875
C6orf10	0.1692
SETDB2	-0.237333333333333
SPNS3	-1.32075
SGMS2	1.02966666666667
MXD3	0.412333333333333
MON2	-1.1246
CARTPT	1.3605
HNF4A	-0.247333333333333
RABEP1	-1.39825
TNFRSF10B	-1.6995
USH1G	1.7075
PPAP2B	1.72066666666667
TMEM16K	-0.54225
CTDSP1	2.354
CDK5R1	1.38666666666667
GABRR1	0.669
OPN1LW	0.8865
FAM98C	0.239714285714286
DBN1	1.60475
ACAD10	-0.355083333333333
QTRTD1	-0.2195
WNK3	-0.2555
RPS19	0.247125
C1QB	2.66925
OTUD5	-0.03375
SLC41A2	1.24516666666667
TMEM22	-4.01666666666667
KHSRP	0.730833333333333
TNFRSF11A	0.147333333333333
FBL	-0.433833333333333
IBTK	-1.22433333333333
OXER1	-0.0265
CBLN4	-0.124375
GPR172B	0.706
CFTR	-0.05075
VSX1	1.555
CAMK1D	1.0245
LOXL3	-1.77375
RTP4	1.42175
SLFNL1	0.37
KIAA0828	0.276375
PAR5	-0.5855
LOC723972	0.319
GDI2	-0.212125
CEBPA	0.4603
MLF2	0.664
AFMID	-2.29375
ALOX12B	-0.0465
BPHL	0.212
COX5B	1.36975
S100A10	-0.1183
THOC6	1.3585
NHN1	-0.31825
RRP12	0.341
ARID3B	-0.88025
CD3G	-3.99116666666667
KIAA0133	-0.054
NAT11	0.6085
PPAT	-1.437
SIRT3	0.9716
TCERG1L	-1.7465
NIPA1	-1.7637
DPP8	-1.4412
IL7R	-4.03883333333333
ZFP64	-0.22175
DMAP1	0.7308
TRMT12	-0.119
TLR4	-1.0717
WFIKKN2	0.74775
RAB12	-0.847666666666667
DDX51	0.0968333333333333
KIAA1086	-3.02275
ZNF295	-0.3675
ACVR2B	-0.291071428571429
LOC494150	-0.22375
ZNF517	0.00950000000000001
DNASE1L2	-0.953666666666667
SUFU	2.10645454545455
LOC283677	0.7895
LMO3	4.66816666666667
PPP2R5D	0.453333333333333
ZNF587	0.6214
HIST4H4	0.12925
CYP2C8	-0.4315
C1orf80	-0.912833333333333
DOCK5	-2.62583333333333
C9orf24	2.28225
OR5AR1	0.866
C11orf24	0.18325
UNQ1940	-0.4665
CAP2	-0.621833333333333
TIMM44	-0.7195
DSEL	-3.2922
ROM1	0.26775
FBXO4	-1.73325
MYLC2PL	-2.1415
MLH3	0.1852
NOX1	0.341833333333333
DPEP2	0.26075
DNAJB5	0.65225
RLTPR	1.5615
MBIP	-0.0468333333333333
COPB1	-1.0675
SFTPA1B	0.169
C10orf4	0.1162
PRELID1	0.2115
NOLA1	0.38875
C19orf24	-0.1285
TLR9	-1.5125
HLA-DMA	1.74541666666667
HCRP1	-1.448
GPR137	0.7105
ITGA11	-3.57716666666667
PHF13	-0.647333333333333
MARK4	1.16983333333333
METTL4	-1.12025
MBD3	-0.366
LOC134145	-0.440375
FGF3	-0.00349999999999998
SLC35A3	-0.915
CLEC16A	0.387
AMOTL1	0.749083333333333
FLJ31438	-0.63225
PAICS	-1.162375
TOMM40L	-0.265666666666667
MMD	-2.2475
KLK10	4.2121
NIT2	0.0416666666666667
SERPINB10	0.220333333333333
KLF15	0.2271
CCDC5	-1.05325
WSB2	-0.543
ME3	0.896625
CACYBP	-0.818583333333333
TCTN2	1.6995
JAK1	0.44425
C2orf25	-1.5435
GPD2	0.552
FBXL11	2.12666666666667
CDV3	0.053
GALNT11	0.62225
NDUFA12L	-0.6022
FLOT1	0.616857142857143
TOR1AIP2	0.5715
MMP25	-1.45
C1orf164	0.7077
CHST5	0.00900000000000002
LYRM4	-0.4166
GPER	-0.90875
HIPK2	1.93983333333333
DAP	-0.1725
ZMIZ1	1.59366666666667
DDX58	2.725
DCC1	-1.646
AKT1	-0.753875
ENPP6	-0.4265
ERVWE1	0.254833333333333
CDC34	-0.18525
RNF125	-3.381
CASC1	3.65625
SHROOM2	1.3465
RRM2B	-0.825
COL6A3	-0.580571428571429
TMEFF1	0.90725
PLEKHA4	2.0476
LYSMD1	0.8335
SEPT1	-1.47766666666667
AOF1	-0.4125
GNPAT	-0.53075
WDR18	-0.362
HSD17B12	-0.430666666666667
HIST1H2BM	0.0516666666666667
INDOL1	-0.00783333333333333
SUDS3	0.4155
C1orf192	-0.185
CYP2B6	-0.23
TBC1D2	0.530166666666667
SLC25A12	0.044125
ERCC6L	-0.219666666666667
MGC10814	-1.12216666666667
POLR2C	-1.2325
ZNF77	-0.501166666666667
EIF3K	0.2958
HPX	-0.53875
ANKRD27	0.733125
MALAT1	-1.335
PLB1	1.1896
HRNBP3	-0.711
CPSF4	-0.22
OR52N2	0.8885
PIP5KL1	0.62825
GH1	0.46525
HPS5	-0.88575
SLFN5	1.240875
POP5	-0.146333333333333
OVOS2	-2.75616666666667
C20orf108	-0.1875
MARS	-1.36475
CLRN3	0.433833333333333
ARSE	-3.09516666666667
PPIE	0.2575
PHACS	0.026
GP5	0.736
IL8RB	-0.348166666666667
FCRLA	-2.477
ARRDC1	1.2875
KRTAP9-4	1.34425
ZNF613	1.7055
OR11A1	0.5035
TMEM132B	-0.762666666666667
PGLS	1.54
BSND	-2.879
KCNK18	0.859
FOXD4	1.195
SV2C	1.0215
LCN2	4.42633333333333
ZNF490	0.5041
C3orf15	2.0221
CACNA2D4	-2.0355
CBX5	0.99825
MAGEB4	0.165
BOLA1	-0.1195
PPP2R5E	-0.0285
COL5A1	-0.420833333333333
ASB7	0.7675
SFT2D1	-1.02625
DERL1	-0.1925
RABL2A	0.8445
MOAP1	0.05875
KIAA1545	0.7145
F3	3.38025
PLEKHM2	-0.44125
CCDC89	-0.8915
EFCAB1	1.444375
TMEM48	-1.63875
SEPHS2	-0.34225
PYGM	0.597
PRICKLE1	1.523
WNT5B	0.073
TAS2R38	0.1855
IMP5	0.32325
KHDRBS1	0.466
LARS2	-0.435166666666667
C3orf28	0.068
FTCD	-2.54975
C10orf68	0.174166666666667
DGAT2L3	0.1515
PSEN1	-0.616166666666667
MGC33657	0.16375
PLA2G4B	1.62333333333333
CDKN2A	1.70808333333333
DLX1	-2.49525
TSHB	0.9625
C18orf37	0.83325
MEX3C	0.511625
MAMDC2	-0.4065
PDIA4	1.23366666666667
ATP5E	0.66
CASP2	0.338
SERBP1	0.0483846153846154
ZNF341	0.203666666666667
TESC	-3.1375
TMEM31	-0.2235
OR51I2	0.712
YTHDC1	0.872428571428571
JUN	1.895
AGMAT	-1.873
PCNXL2	0.41475
ATAD5	-0.496625
STK38	0.49375
AZI1	1.178375
RBP1	4.923
C4orf26	-1.22966666666667
KIAA1026	2.5395
TMEM101	-3.1775
HSFX1	-0.0205
TREX1	0.92675
C18orf10	0.4622
TRIM15	-1.95775
CA6	0.33325
CEP57	-0.826875
AR	3.58816666666667
SESN2	-1.93083333333333
KIF3C	0.367375
EPB41L5	-0.00962500000000001
ARHGEF10	-1.51
POLR3D	-1.252125
INDO	-0.528666666666667
GABRA3	-0.314
SCG5	-2.5849
E2F3	0.4181
TIGD5	1.27875
FGD6	1.10891666666667
KLHL3	0.513875
SCGB3A2	-1.9855
URP2	-1.11416666666667
ATP6V1B1	2.9643
CALML6	-0.936
LOC100049076	-1.158
TMF1	-0.00350000000000003
LOC388503	-0.2545
CDH5	2.333125
RPS6KC1	0.140166666666667
DAAM1	0.6873
TNFRSF10D	-0.22275
GSTT1	-3.3066
INPP5A	1.14675
TRAF3IP1	2.4056
SMARCE1	-0.346214285714286
VRK1	-1.4915
TTC16	1.20075
AARS	-1.20516666666667
ARHGAP27	0.0416666666666667
ZAK	-0.0298571428571429
ACSM2B	-3.67075
TRAP1	-0.285666666666667
MRPL53	1.016875
RNF44	0.153
NPTXR	2.1875
DPYSL3	-0.305166666666667
APP	0.2651
GLS2	0.552833333333333
MNX1	-3.4815
CMTM7	2.62425
OR10A7	-0.1825
NYD-SP21	0.1095
ORC5L	-1.203
SLC16A10	-0.8715
TMEM178	3.1795
LOC441601	-4.3545
PTGIS	-5.5585
KBTBD7	-0.085
C19orf41	0.32025
CEACAM3	-0.587
KRT23	0.63975
SERHL	1.396
PNKD	1.943
UBC	0.8165
ATRN	0.435
HAPLN1	4.591
RANGAP1	-0.95725
C10orf26	1.33166666666667
KCNA7	0.47875
SRY	0.685
LOC376693	-0.802
HIST1H2BF	0.04075
CDCA8	-0.414166666666667
MLC1	-2.6855
TNIP3	-0.07575
OR4D1	0.6155
IFT52	-0.224833333333333
GOLT1A	0.252
UTP20	0.863125
RP3-402G11.5	-0.667125
PRSS33	-0.41175
PMPCA	-0.75075
APOB48R	0.0816666666666667
GLTP	1.7985
MPL	0.353
C9orf78	-0.33925
ADAM12	-0.297875
CSPG4	-1.372
LOC144305	0.454
KRTAP4-10	0.0792222222222222
PAK1	0.55125
ADCY7	0.8064
TAS2R43	-0.022
FRAS1	0.765071428571429
PPP1R14A	0.8245
OR2B6	-0.51425
ATP13A1	0.169
SIDT1	-2.64525
